building,town,county,occurrences,candidate_tower_id,candidate_confidence,decision,decision_reason
The Alphabet Ring,Balga,Western Australia,15,25661,high,accept,"high confidence, verified sample and dedication tokens"
"C3 Old Court, Clare College",Cambridge,Cambridgeshire,15,,none,reject,resolver found no tower
Cathedral Church of All Saints,Derby,Derbyshire,15,16607,high,accept,"high confidence, verified sample and dedication tokens"
The John David Mini Ring,Wellington,New Zealand,15,,none,reject,resolver found no tower
St Remigius,Hethersett,Norfolk,15,16435,high,accept,"high confidence, verified sample and dedication tokens"
"170, Headstone Lane",Harrow,Middlesex,15,,none,reject,resolver found no tower
St Peter,St Albans,Hertfordshire,15,11034,high,accept,"high confidence, verified sample and dedication tokens"
Bosham & Portsmouth,Ringing Room,West Sussex & Hampshire,15,,none,reject,resolver found no tower
SS Philip and Jacob,Bristol,Bristol,15,15180,medium,accept,"medium, building shares dedication evidence"
St Mary the Virgin,Longcot,Oxfordshire,15,15804,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,Islip,Oxfordshire,15,10318,high,accept,"high confidence, verified sample and dedication tokens"
,Turners Hill,,15,16948,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,Stevenage,Hertfordshire,15,11994,high,accept,"high confidence, verified sample and dedication tokens"
,Royston,Herts,15,11703,high,accept,"high confidence, verified sample and dedication tokens"
St Thomas,Oxford,Oxfordshire,15,11759,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Northallerton,North Yorkshire,15,12067,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Sapcote,Leicestershire,15,13130,high,accept,"high confidence, verified sample and dedication tokens"
St Barnabas,Peasemore,Berkshire,14,11095,high,accept,"high confidence, verified sample and dedication tokens"
,Warsop,,14,11117,high,accept,"high confidence, verified sample and dedication tokens"
St James,Taxal,Derbyshire,14,12705,high,accept,"high confidence, verified sample and dedication tokens"
"St Wilfrid, Duncombe Place",York,,14,12165,high,accept,"high confidence, verified sample and dedication tokens"
St Leonard,Horringer,Suffolk,14,14771,high,accept,"high confidence, verified sample and dedication tokens"
"Little Creed Cottage, Green Lane",Bosham,West Sussex,14,,none,reject,resolver found no tower
The Plantagenet Ring,Church Lawford,Warwickshire,14,12558,high,accept,"high confidence, verified sample and dedication tokens"
St Mary le Tower,Ipswich,Suffolk,14,11217,high,accept,"high confidence, verified sample and dedication tokens"
RC Cathedral Church of St Anne,Leeds,West Yorkshire,14,11425,high,accept,"high confidence, verified sample and dedication tokens"
,Aldenham,,14,15828,high,accept,"high confidence, verified sample and dedication tokens"
Bell Foundry Campanile,Loughborough,Leicestershire,14,10191,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Isleworth,Greater London,14,13679,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Moseley,West Midlands,14,16431,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Nottingham,Nottinghamshire,14,16058,high,accept,"high confidence, verified sample and dedication tokens"
"Calcot, 18 Sandhills Way",Reading,,14,,none,reject,resolver found no tower
,Chilvers Coton,,14,13950,high,accept,"high confidence, verified sample and dedication tokens"
,Langley,Berks,14,11210,high,accept,"high confidence, verified sample and dedication tokens"
,Ringing Room,UK (Manchester and London),13,,none,reject,resolver found no tower
All Saints,Ockbrook,Derbyshire,13,11154,high,accept,"high confidence, verified sample and dedication tokens"
St Botolph,Barton Seagrave,Northamptonshire,13,14518,high,accept,"high confidence, verified sample and dedication tokens"
St Helen,Sibbertoft,Northamptonshire,13,16862,high,accept,"high confidence, verified sample and dedication tokens"
St Margaret,Old Fletton,Cambridgeshire,13,13106,high,accept,"high confidence, verified sample and dedication tokens"
St Lawrence,Frodsham,Cheshire,13,15988,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,High Halden,Kent,13,13216,high,accept,"high confidence, verified sample and dedication tokens"
1 Albany Quadrant,Glasgow,,13,,none,reject,resolver found no tower
St Mary,Aston,Hertfordshire,13,15118,high,accept,"high confidence, verified sample and dedication tokens"
,Brockenhurst,,13,25199,medium,reject,adjudicated: multi-tower town with no building evidence
St Mary the Virgin,Henham,Essex,13,12281,high,accept,"high confidence, verified sample and dedication tokens"
,Radlett,,13,15488,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Harrow Weald,Middlesex,13,14329,high,accept,"high confidence, verified sample and dedication tokens"
"Imperial College, Huxley Buliding",Knightsbridge,Middlesex,13,,none,reject,resolver found no tower
,Haselbech,,13,15424,high,accept,"high confidence, verified sample and dedication tokens"
Bellfoundry,Loughborough,Leicestershire,13,10191,high,accept,"high confidence, verified sample and dedication tokens"
,Knebworth,,13,14054,medium,reject,adjudicated: multi-tower town with no building evidence
St Mary the Virgin,Higham Ferrers,Northamptonshire,13,13375,high,accept,"high confidence, verified sample and dedication tokens"
All Saints (Base of Tower),Bristol,Bristol,13,10331,high,accept,"high confidence, verified sample and dedication tokens"
St Michael and All Angels,Ashton under Lyne,Greater Manchester,13,10838,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew's,Potterhanworth,Lincolnshire,12,14584,high,accept,"high confidence, verified sample and dedication tokens"
,Ringing Room,USA,12,,none,reject,resolver found no tower
St Andrew,Brigstock,Northamptonshire,12,13766,high,accept,"high confidence, verified sample and dedication tokens"
The Michaeldene Campanile,Mitcheldean,Gloucestershire,12,11359,medium,reject,adjudicated: named private ring or non-church venue
"34 Elmslie Road, Pinehaven",Wellington,New Zealand,12,,none,reject,resolver found no tower
St Mary,Hertingfordbury,Hertfordshire,12,11915,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Otley,Suffolk,12,13615,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Graveley,Hertfordshire,12,11656,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Addington,Greater London,12,14695,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Castle Eaton,Wiltshire,12,16619,high,accept,"high confidence, verified sample and dedication tokens"
"St Olave, Hart Street",City of London,,12,12986,high,accept,"high confidence, verified sample and dedication tokens"
St John the Evangelist,Lemsford,Hertfordshire,12,12929,high,accept,"high confidence, verified sample and dedication tokens"
St Mary Magdalene,Great Offley,Hertfordshire,12,12296,high,accept,"high confidence, verified sample and dedication tokens"
,Shoreditch,,12,11847,high,accept,"high confidence, verified sample and dedication tokens"
The Union,Edgbaston,,12,,none,reject,resolver found no tower
St Peter,Burnham,Buckinghamshire,12,15543,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Walworth,Greater London,12,17140,high,accept,"high confidence, verified sample and dedication tokens"
St Mary De Castro,Leicester,Leicestershire,12,13828,high,accept,"high confidence, verified sample and dedication tokens"
SS Mary V and Edward K and M,Barrow Gurney,Somerset,12,13023,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Amersham,Buckinghamshire,12,14913,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew-the-Great,Cambridge,,12,15139,high,accept,"high confidence, verified sample and dedication tokens"
6 Knights Court,Bishops Frome,Herefordshire,12,,none,reject,resolver found no tower
15 Lytham End Tilehurst,Reading,Berkshire,12,,none,reject,resolver found no tower
,Beeston,,12,14670,medium,reject,adjudicated: multi-tower town with no building evidence
St Botolph,Knottingley,West Yorkshire,12,15888,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Beeston,Nottinghamshire,12,14670,high,accept,"high confidence, verified sample and dedication tokens"
St Sepulchre Library Room,London,EC,12,,none,reject,resolver found no tower
"Cathedral Church of the Holy Trinity, St Peter, St Paul, and St Swithun",Winchester,Hampshire,12,24847,high,accept,"high confidence, verified sample and dedication tokens"
St Margaret,Bowers Gifford,Essex,11,11961,high,accept,"high confidence, verified sample and dedication tokens"
St Peter and St Paul,Stallingborough,Lincolnshire,11,11665,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,St Mary Bourne,Hampshire,11,11419,high,accept,"high confidence, verified sample and dedication tokens"
St Margaret,Warnham,,11,15727,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Monewden,Suffolk,11,13855,high,accept,"high confidence, verified sample and dedication tokens"
Anchorsholme,Whiteparish,Wiltshire,11,14821,medium,reject,adjudicated: building appears to be a house name
St George,Sampford Brett,Somerset,11,13694,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Cherry Hinton,Cambridgeshire,11,10473,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Badby,Northamptonshire,11,13715,high,accept,"high confidence, verified sample and dedication tokens"
St Mary Magdalene,Whipsnade,Bedfordshire,11,16773,high,accept,"high confidence, verified sample and dedication tokens"
The Blessed Virgin Mary and St Peter,Winford,Somerset,11,16520,high,accept,"high confidence, verified sample and dedication tokens"
The Alphabet Ring,Bridgetown,Western Australia,11,25198,high,accept,"high confidence, verified sample and dedication tokens"
Bank Cottage,Hollybush,Worcestershire,11,,none,reject,resolver found no tower
St Mary's Cathedral,Sydney,,11,15468,high,accept,"high confidence, verified sample and dedication tokens"
,Handsworth,Yorks,11,10845,high,accept,"high confidence, verified sample and dedication tokens"
St Nicolas,Newbury,Berkshire,11,15984,high,accept,"high confidence, verified sample and dedication tokens"
,Spitalfields,,11,13840,high,accept,"high confidence, verified sample and dedication tokens"
,Grundisburgh,,11,11974,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Claybrooke,Leicestershire,11,11714,high,accept,"high confidence, verified sample and dedication tokens"
St Giles,Packwood,Warwickshire,11,12988,high,accept,"high confidence, verified sample and dedication tokens"
,Tadcaster,,11,16039,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Aberavon,Neath Port Talbot,11,,none,reject,resolver found no tower
,Fairwarp,,11,16191,high,accept,"high confidence, verified sample and dedication tokens"
,Bolsterstone,,11,15595,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Cholsey,Oxfordshire,11,10717,high,accept,"high confidence, verified sample and dedication tokens"
"Cathedral Church of St Mary the Virgin, St Peter and St Cedd",Chelmsford,Essex,11,15277,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral,Portsmouth,,11,13220,high,accept,"high confidence, verified sample and dedication tokens"
7 Laburnham Road,Maidenhead,,11,,none,reject,resolver found no tower
St John the Divine,Leicester,Leicestershire,11,,none,reject,resolver found no tower
The White House,Aston Rowant,Oxfordshire,11,,none,reject,resolver found no tower
9 Falstaff Gardens,St Albans,Hertfordshire,11,,none,reject,resolver found no tower
SS Mary the Virgin and John the Baptist,Newtown,Hampshire,10,14600,high,accept,"high confidence, verified sample and dedication tokens"
Under the big tree,Cambridge,Cambridgeshire,10,,none,reject,resolver found no tower
St James the Apostle,Grafton Underwood,Northamptonshire,10,14619,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Whittlebury,Northamptonshire,10,14955,high,accept,"high confidence, verified sample and dedication tokens"
