domain,raw_term,canonical_term,category,evidence_count,source_examples,notes
place_name,Ashby,Ashby,verbatim,1,Towers: TowerID 17962,Standard place name
place_name,Ashby Puerorum,Ashby Puerorum,verbatim,1,Towers: TowerID 17966,Standard place name
place_name,Ashby St Mary,Ashby St Mary,verbatim,1,Towers: TowerID 17293,Standard place name
place_name,Ashby by Partney,Ashby by Partney,verbatim,1,Towers: TowerID 17963,Standard place name
place_name,Ashby cum Fenby,Ashby cum Fenby,verbatim,1,Towers: TowerID 17964,Standard place name
place_name,Ashe,Ashe,verbatim,1,Towers: TowerID 25398,Standard place name
place_name,Ashendon,Ashendon,verbatim,1,Towers: TowerID 13399,Standard place name
place_name,Ashfield cum Thorpe,Ashfield cum Thorpe,verbatim,1,Towers: TowerID 17967,Standard place name
place_name,Ashford Bowdler,Ashford Bowdler,verbatim,1,Towers: TowerID 17970,Standard place name
place_name,Ashford Carbonell,Ashford Carbonell,verbatim,1,Towers: TowerID 17971,Standard place name
place_name,Ashford Hill,Ashford Hill,verbatim,1,Towers: TowerID 25674,Standard place name
place_name,Ashingdon,Ashingdon,verbatim,1,Towers: TowerID 17973,Standard place name
place_name,Ashley Green,Ashley Green,verbatim,1,Towers: TowerID 17982,Standard place name
place_name,Ashmanhaugh,Ashmanhaugh,verbatim,1,Towers: TowerID 17983,Standard place name
place_name,Ashmansworth,Ashmansworth,verbatim,1,Towers: TowerID 17984,Standard place name
place_name,Ashmore,Ashmore,verbatim,1,Towers: TowerID 17985,Standard place name
place_name,Ashperton,Ashperton,verbatim,1,Towers: TowerID 17335,Standard place name
place_name,Ashprington,Ashprington,verbatim,1,Towers: TowerID 17986,Standard place name
place_name,Ashridge,Ashridge,verbatim,1,Towers: TowerID 17987,Standard place name
place_name,Ashton Gate,Ashton Gate,verbatim,1,Towers: TowerID 17989,Standard place name
place_name,Ashton Haye,Ashton Haye,verbatim,1,Towers: TowerID 17990,Standard place name
place_name,Ashton Under Lyne,Ashton Under Lyne,verbatim,1,MP: Ashton Under Lyne,Standard place name
place_name,Ashton by Oundle,Ashton by Oundle,verbatim,1,Towers: TowerID 17988,Standard place name
place_name,Ashurst Wood,Ashurst Wood,verbatim,1,Towers: TowerID 18003,Standard place name
place_name,Ashwicken,Ashwicken,verbatim,1,Towers: TowerID 18004,Standard place name
place_name,Ashworth,Ashworth,verbatim,1,Towers: TowerID 18005,Standard place name
place_name,Askern,Askern,verbatim,1,Towers: TowerID 18006,Standard place name
place_name,Askham,Askham,verbatim,1,Towers: TowerID 17248,Standard place name
place_name,Askham Bryan,Askham Bryan,verbatim,1,Towers: TowerID 18007,Standard place name
place_name,Askham Richard,Askham Richard,verbatim,1,Towers: TowerID 18008,Standard place name
place_name,Aslockton,Aslockton,verbatim,1,Towers: TowerID 18009,Standard place name
place_name,Aspall,Aspall,verbatim,1,Towers: TowerID 18010,Standard place name
place_name,Aspull,Aspull,verbatim,1,Towers: TowerID 18011,Standard place name
place_name,Astley Abbotts,Astley Abbotts,verbatim,1,Towers: TowerID 18013,Standard place name
place_name,Astley Bridge,Astley Bridge,verbatim,1,Towers: TowerID 18014,Standard place name
place_name,Aston Abbots,Aston Abbots,verbatim,1,MP: Aston Abbots,Standard place name
place_name,Aston Cantlow memorial garden,Aston Cantlow memorial garden,verbatim,1,MP: Aston Cantlow memorial garden,Standard place name
place_name,Aston Eyre,Aston Eyre,verbatim,1,Towers: TowerID 18019,Standard place name
place_name,Aston Flamville,Aston Flamville,verbatim,1,Towers: TowerID 18020,Standard place name
place_name,Aston Sandford,Aston Sandford,verbatim,1,Towers: TowerID 17166,Standard place name
place_name,Aston Somerville,Aston Somerville,verbatim,1,Towers: TowerID 18022,Standard place name
place_name,Aston Sub Edge,Aston Sub Edge,verbatim,1,Towers: TowerID 18023,Standard place name
place_name,Aston Upthorpe,Aston Upthorpe,verbatim,1,Towers: TowerID 18024,Standard place name
place_name,Aston le Walls,Aston le Walls,verbatim,1,Towers: TowerID 18021,Standard place name
place_name,Astwick,Astwick,verbatim,1,Towers: TowerID 18025,Standard place name
place_name,Astwood Bank,Astwood Bank,verbatim,1,Towers: TowerID 18026,Standard place name
place_name,Aswardby,Aswardby,verbatim,1,Towers: TowerID 18027,Standard place name
place_name,Athelington,Athelington,verbatim,1,Towers: TowerID 17285,Standard place name
place_name,Athersley,Athersley,verbatim,1,Towers: TowerID 18028,Standard place name
place_name,Atlow,Atlow,verbatim,1,Towers: TowerID 18032,Standard place name
place_name,Attlebridge,Attlebridge,verbatim,1,Towers: TowerID 18034,Standard place name
place_name,Atwick,Atwick,verbatim,1,Towers: TowerID 18035,Standard place name
place_name,Auckley,Auckley,verbatim,1,Towers: TowerID 18040,Standard place name
place_name,Audenshaw,Audenshaw,verbatim,1,Towers: TowerID 18041,Standard place name
place_name,Aust,Aust,verbatim,1,Towers: TowerID 18044,Standard place name
place_name,Austerfield,Austerfield,verbatim,1,Towers: TowerID 18045,Standard place name
place_name,Austwick,Austwick,verbatim,1,Towers: TowerID 18046,Standard place name
place_name,Aveley,Aveley,verbatim,1,Towers: TowerID 17626,Standard place name
place_name,Aveton Gifford,Aveton Gifford,verbatim,1,Towers: TowerID 18047,Standard place name
place_name,Avonmouth,Avonmouth,verbatim,1,Towers: TowerID 18048,Standard place name
place_name,Avonwick,Avonwick,verbatim,1,Towers: TowerID 18049,Standard place name
place_name,Awsworth,Awsworth,verbatim,1,Towers: TowerID 18051,Standard place name
place_name,Axford,Axford,verbatim,1,Towers: TowerID 18052,Standard place name
place_name,Aylburton,Aylburton,verbatim,1,Towers: TowerID 18053,Standard place name
place_name,Aylesby,Aylesby,verbatim,1,Towers: TowerID 18055,Standard place name
place_name,Aylesham,Aylesham,verbatim,1,Towers: TowerID 18056,Standard place name
place_name,Aylmerton,Aylmerton,verbatim,1,Towers: TowerID 18057,Standard place name
place_name,Aylton,Aylton,verbatim,1,Towers: TowerID 18058,Standard place name
place_name,Ayot St Lawrence,Ayot St Lawrence,verbatim,1,Towers: TowerID 18059,Standard place name
place_name,Ayot St Peter,Ayot St Peter,verbatim,1,Towers: TowerID 17260,Standard place name
place_name,Babington,Babington,verbatim,1,Towers: TowerID 18060,Standard place name
place_name,Babraham,Babraham,verbatim,1,Towers: TowerID 18061,Standard place name
place_name,Backworth,Backworth,verbatim,1,Towers: TowerID 18062,Standard place name
place_name,Baconsthorpe,Baconsthorpe,verbatim,1,Towers: TowerID 18063,Standard place name
place_name,Baddesley Clinton,Baddesley Clinton,verbatim,1,Towers: TowerID 18065,Standard place name
place_name,Baddesley Ensor,Baddesley Ensor,verbatim,1,Towers: TowerID 18066,Standard place name
place_name,Badger,Badger,verbatim,1,Towers: TowerID 18068,Standard place name
place_name,Badlesmere,Badlesmere,verbatim,1,Towers: TowerID 18069,Standard place name
place_name,Badley,Badley,verbatim,1,Towers: TowerID 17197,Standard place name
place_name,Badshot Lea,Badshot Lea,verbatim,1,Towers: TowerID 25349,Standard place name
place_name,Bag Enderby,Bag Enderby,verbatim,1,Towers: TowerID 18071,Standard place name
place_name,Bagby,Bagby,verbatim,1,Towers: TowerID 18072,Standard place name
place_name,Bagendon,Bagendon,verbatim,1,Towers: TowerID 17711,Standard place name
place_name,Baginton,Baginton,verbatim,1,Towers: TowerID 18073,Standard place name
place_name,Bagnall,Bagnall,verbatim,1,Towers: TowerID 18074,Standard place name
place_name,Baildon,Baildon,verbatim,1,Towers: TowerID 17460,Standard place name
place_name,Balby,Balby,verbatim,1,Towers: TowerID 18077,Standard place name
place_name,Baldwin,Baldwin,verbatim,1,Towers: TowerID 18080,Standard place name
place_name,Balham,Balham,verbatim,1,Towers: TowerID 18081,Standard place name
place_name,Balham Hill,Balham Hill,verbatim,1,Towers: TowerID 18082,Standard place name
place_name,Balkwell,Balkwell,verbatim,1,Towers: TowerID 18083,Standard place name
place_name,Balla,Balla,verbatim,1,Towers: TowerID 25567,Standard place name
place_name,Ballidon,Ballidon,verbatim,1,Towers: TowerID 18085,Standard place name
place_name,Ballingarry,Ballingarry,verbatim,1,Towers: TowerID 25596,Standard place name
place_name,Ballinger,Ballinger,verbatim,1,Towers: TowerID 18086,Standard place name
place_name,Ballure,Ballure,verbatim,1,Towers: TowerID 18087,Standard place name
place_name,Ballycastle,Ballycastle,verbatim,1,Towers: TowerID 26032,Standard place name
place_name,Balsall Common,Balsall Common,verbatim,1,Towers: TowerID 18088,Standard place name
place_name,Balscote,Balscote,verbatim,1,Towers: TowerID 18091,Standard place name
place_name,Bamford,Bamford,verbatim,1,Towers: TowerID 18094,Standard place name
place_name,Bamfurlong,Bamfurlong,verbatim,1,Towers: TowerID 18095,Standard place name
place_name,Bangor is y Coed,Bangor is y Coed,verbatim,1,MP: Bangor is y Coed,Standard place name
place_name,Bankfoot,Bankfoot,verbatim,1,Towers: TowerID 18098,Standard place name
place_name,Banks,Banks,verbatim,1,Towers: TowerID 18099,Standard place name
place_name,Banningham,Banningham,verbatim,1,Towers: TowerID 25671,Standard place name
place_name,Bapchild,Bapchild,verbatim,1,Towers: TowerID 18100,Standard place name
place_name,Bar Hill,Bar Hill,verbatim,1,Towers: TowerID 18101,Standard place name
place_name,Barbrook,Barbrook,verbatim,1,Towers: TowerID 18102,Standard place name
place_name,Barcheston,Barcheston,verbatim,1,Towers: TowerID 17503,Standard place name
place_name,Barcombe Cross,Barcombe Cross,verbatim,1,Towers: TowerID 18103,Standard place name
place_name,Bardfield Saling,Bardfield Saling,verbatim,1,Towers: TowerID 21689,Standard place name
place_name,Bardsea,Bardsea,verbatim,1,Towers: TowerID 18104,Standard place name
place_name,Bardsley,Bardsley,verbatim,1,Towers: TowerID 18105,Standard place name
place_name,Barford St John,Barford St John,verbatim,1,Towers: TowerID 18107,Standard place name
place_name,Barford St Michael,Barford St Michael,verbatim,1,Towers: TowerID 25139,Standard place name
place_name,Barfrestone,Barfrestone,verbatim,1,Towers: TowerID 18108,Standard place name
place_name,Barkisland,Barkisland,verbatim,1,Towers: TowerID 18112,Standard place name
place_name,Barkston Ash,Barkston Ash,verbatim,1,Towers: TowerID 18113,Standard place name
place_name,Barlavington,Barlavington,verbatim,1,Towers: TowerID 18114,Standard place name
place_name,Barlby,Barlby,verbatim,1,Towers: TowerID 18115,Standard place name
place_name,Barlestone,Barlestone,verbatim,1,Towers: TowerID 18116,Standard place name
place_name,Barling Magna,Barling Magna,verbatim,1,Towers: TowerID 18117,Standard place name
place_name,Barlings,Barlings,verbatim,1,Towers: TowerID 18118,Standard place name
place_name,Barlow Chapel,Barlow Chapel,verbatim,1,Towers: TowerID 18119,Standard place name
place_name,Barmby on the Marsh,Barmby on the Marsh,verbatim,1,Towers: TowerID 18120,Standard place name
place_name,Barmer,Barmer,verbatim,1,Towers: TowerID 18121,Standard place name
place_name,Barmston,Barmston,verbatim,1,Towers: TowerID 18122,Standard place name
place_name,Barnacre,Barnacre,verbatim,1,Towers: TowerID 18123,Standard place name
place_name,Barnardiston,Barnardiston,verbatim,1,Towers: TowerID 16394,Standard place name
place_name,Barnby,Barnby,verbatim,1,Towers: TowerID 18124,Standard place name
place_name,Barnehurst,Barnehurst,verbatim,1,Towers: TowerID 18125,Standard place name
place_name,Barnet Vale,Barnet Vale,verbatim,1,Towers: TowerID 18128,Standard place name
place_name,Barney,Barney,verbatim,1,Towers: TowerID 18130,Standard place name
place_name,Barningham Winter,Barningham Winter,verbatim,1,Towers: TowerID 25337,Standard place name
place_name,Barnsbury,Barnsbury,verbatim,1,Towers: TowerID 18134,Standard place name
place_name,Barnt Green,Barnt Green,verbatim,1,Towers: TowerID 18141,Standard place name
place_name,Barnton,Barnton,verbatim,1,Towers: TowerID 18142,Standard place name
place_name,Barnwell,Barnwell,verbatim,1,Towers: TowerID 18143,Standard place name
place_name,Barrow Hill,Barrow Hill,verbatim,1,Towers: TowerID 18146,Standard place name
place_name,Barrow Upon Soar,Barrow Upon Soar,verbatim,1,MP: Barrow Upon Soar,Standard place name
place_name,Barrow on Soar,Barrow on Soar,verbatim,1,MP: Barrow on Soar,Standard place name
place_name,Barrow-upon-Soar,Barrow-upon-Soar,verbatim,1,MP: Barrow-upon-Soar,Standard place name
place_name,Barstable,Barstable,verbatim,1,MP: Barstable,Standard place name
place_name,Bartestree,Bartestree,verbatim,1,Towers: TowerID 18154,Standard place name
place_name,Bartley,Bartley,verbatim,1,Towers: TowerID 25411,Standard place name
place_name,Barton Hartshorn,Barton Hartshorn,verbatim,1,Towers: TowerID 18159,Standard place name
place_name,Barton Hill,Barton Hill,verbatim,1,Towers: TowerID 18160,Standard place name
place_name,Barton le Street,Barton le Street,verbatim,1,Towers: TowerID 18161,Standard place name
place_name,Barton on the Heath,Barton on the Heath,verbatim,1,Towers: TowerID 18162,Standard place name
place_name,Barwick,Barwick,verbatim,1,Towers: TowerID 18163,Standard place name
place_name,Bashley,Bashley,verbatim,1,Towers: TowerID 25399,Standard place name
place_name,Bassett,Bassett,verbatim,1,Towers: TowerID 18170,Standard place name
place_name,Bassett Green,Bassett Green,verbatim,1,Towers: TowerID 25412,Standard place name
place_name,Bassingthorpe,Bassingthorpe,verbatim,1,Towers: TowerID 18171,Standard place name
place_name,Batsford,Batsford,verbatim,1,Towers: TowerID 25350,Standard place name
place_name,Battersea Rise,Battersea Rise,verbatim,1,Towers: TowerID 18189,Standard place name
place_name,Battisford,Battisford,verbatim,1,Towers: TowerID 18190,Standard place name
place_name,Battyeford,Battyeford,verbatim,1,Towers: TowerID 18192,Standard place name
place_name,Baulking,Baulking,verbatim,1,Towers: TowerID 18193,Standard place name
place_name,Baumber,Baumber,verbatim,1,Towers: TowerID 17705,Standard place name
place_name,Bawburgh,Bawburgh,verbatim,1,Towers: TowerID 18195,Standard place name
place_name,Bawdeswell,Bawdeswell,verbatim,1,Towers: TowerID 18196,Standard place name
place_name,Bawdsey,Bawdsey,verbatim,1,Towers: TowerID 18197,Standard place name
place_name,Baxterley,Baxterley,verbatim,1,Towers: TowerID 18198,Standard place name
place_name,"Bay Cottage, Oldham Street","Bay Cottage, Oldham Street",verbatim,1,"MP: Bay Cottage, Oldham Street",Standard place name
place_name,Bayswater,Bayswater,verbatim,1,Towers: TowerID 17380,Standard place name
place_name,Bayton,Bayton,verbatim,1,Towers: TowerID 17765,Standard place name
place_name,Beachamwell,Beachamwell,verbatim,1,Towers: TowerID 18202,Standard place name
place_name,Beachley,Beachley,verbatim,1,Towers: TowerID 18203,Standard place name
place_name,"Beacon Hill, Lickey","Beacon Hill, Lickey",verbatim,1,"MP: Beacon Hill, Lickey",Standard place name
place_name,Beadlam,Beadlam,verbatim,1,Towers: TowerID 18205,Standard place name
place_name,Beadnell,Beadnell,verbatim,1,Towers: TowerID 18206,Standard place name
place_name,Beanacre,Beanacre,verbatim,1,Towers: TowerID 25338,Standard place name
place_name,Bearley,Bearley,verbatim,1,Towers: TowerID 18208,Standard place name
place_name,Bearpark,Bearpark,verbatim,1,Towers: TowerID 18209,Standard place name
place_name,Beaulieu,Beaulieu,verbatim,1,Towers: TowerID 18210,Standard place name
place_name,Beaumaris sea front,Beaumaris sea front,verbatim,1,MP: Beaumaris sea front,Standard place name
place_name,Beaumont,Beaumont,verbatim,1,Towers: TowerID 18211,Standard place name
place_name,Beauworth,Beauworth,verbatim,1,Towers: TowerID 18212,Standard place name
place_name,Beck Row,Beck Row,verbatim,1,Towers: TowerID 18213,Standard place name
place_name,Bedingfield,Bedingfield,verbatim,1,Towers: TowerID 18226,Standard place name
place_name,Bedlington,Bedlington,verbatim,1,Towers: TowerID 18227,Standard place name
place_name,Bedminster Down,Bedminster Down,verbatim,1,Towers: TowerID 18231,Standard place name
place_name,Bedmond,Bedmond,verbatim,1,Towers: TowerID 18232,Standard place name
place_name,Bednall,Bednall,verbatim,1,Towers: TowerID 18233,Standard place name
place_name,Bedstone,Bedstone,verbatim,1,Towers: TowerID 18234,Standard place name
place_name,Beech,Beech,verbatim,1,Towers: TowerID 25676,Standard place name
place_name,Beechingstoke,Beechingstoke,verbatim,1,Towers: TowerID 18235,Standard place name
place_name,Beelsby,Beelsby,verbatim,1,Towers: TowerID 18236,Standard place name
place_name,Beesands,Beesands,verbatim,1,Towers: TowerID 18237,Standard place name
place_name,Beesby,Beesby,verbatim,1,Towers: TowerID 18238,Standard place name
place_name,Beeston Hill,Beeston Hill,verbatim,1,Towers: TowerID 18241,Standard place name
place_name,Beeston Regis,Beeston Regis,verbatim,1,Towers: TowerID 18243,Standard place name
place_name,Beeston next Mileham,Beeston next Mileham,verbatim,1,Towers: TowerID 18242,Standard place name
place_name,Begbroke,Begbroke,verbatim,1,Towers: TowerID 18244,Standard place name
place_name,Belchalwell,Belchalwell,verbatim,1,Towers: TowerID 18400,Standard place name
place_name,Belchford,Belchford,verbatim,1,Towers: TowerID 18247,Standard place name
place_name,Belfield,Belfield,verbatim,1,Towers: TowerID 18248,Standard place name
